wavelength_m,power_dBm
7.81472e-07,-36.1352197
7.8148e-07,-36.1745801
7.81488e-07,-36.199762
7.81496e-07,-36.2546638
7.81504e-07,-36.2790258
7.81512e-07,-36.2857591
7.8152e-07,-36.3249559
7.81528e-07,-36.3777414
7.81536e-07,-36.3956368
7.81544e-07,-36.3917717
7.81552e-07,-36.3914056
7.8156e-07,-36.3700663
7.81568e-07,-36.3860225
7.81576e-07,-36.4100666
7.81584e-07,-36.4199475
7.81592e-07,-36.3955115
7.816e-07,-36.3924513
7.81608e-07,-36.4278259
7.81616e-07,-36.4621579
7.81624e-07,-36.4666676
7.81632e-07,-36.4487588
7.8164e-07,-36.4725312
7.81648e-07,-36.4669131
7.81656e-07,-36.4876887
7.81664e-07,-36.4958845
7.81672e-07,-36.4832616
7.8168e-07,-36.4942312
7.81688e-07,-36.5137434
7.81696e-07,-36.5787694
7.81704e-07,-36.6222785
7.81712e-07,-36.6571754
7.8172e-07,-36.6565108
7.81728e-07,-36.6809948
7.81736e-07,-36.7261499
7.81744e-07,-36.7818046
7.81752e-07,-36.8265826
7.8176e-07,-36.8599166
7.81768e-07,-36.9131732
7.81776e-07,-36.9774983
7.81784e-07,-37.0394594
7.81792e-07,-37.0740698
7.818e-07,-37.0494872
7.81808e-07,-37.0362882
7.81816e-07,-37.0369295
7.81824e-07,-37.0711705
7.81832e-07,-37.0699071
7.8184e-07,-37.0729219
7.81848e-07,-37.0621684
7.81856e-07,-37.0702384
7.81864e-07,-37.0894917
7.81872e-07,-37.120413
7.8188e-07,-37.1331105
7.81888e-07,-37.1120025
7.81896e-07,-37.0915682
7.81904e-07,-37.0950801
7.81912e-07,-37.1347988
7.8192e-07,-37.1543344
7.81928e-07,-37.1568836
7.81936e-07,-37.1784828
7.81944e-07,-37.2100778
7.81952e-07,-37.2704647
7.8196e-07,-37.3596941
7.81968e-07,-37.3956836
7.81976e-07,-37.4218545
7.81984e-07,-37.4881961
7.81992e-07,-37.5685924
7.82e-07,-37.649763
